Objective,Algorithm,ScenarioID,Description,RiseTime,SettlingTime,OvershootPct,SteadyStateError,PeakTime,ObjectiveValue
ITSE,HOA,S9,Down Mass+,0.5104567922238523,0.5333333333333333,0.0,-0.025335637102845254,25.025335637102845,154.0255168031231
ITSE,HOA,S10,Down Mass-,0.4352158562324784,0.4666666666666667,0.0,-0.019718983041592253,25.0197189830416,97.55955677363968
ITSE,HOA,S11,Down Res+,0.4854296106227016,0.5166666666666666,0.0,-0.019630310234809656,25.019630310234817,102.699169685811
ITSE,PSO,S0,Normal,0.7331276348096615,0.7666666666666666,0.0,0.020264430066657013,24.97973556993335,144.89533599580074
ITSE,PSO,S1,Mass+10%,0.823099084674635,0.8666666666666667,0.0,0.021735276567376616,24.97826472343262,173.8079138176404
ITSE,PSO,S2,Mass-10%,0.6463921410862707,0.6833333333333333,0.0,0.018793583604384878,24.981206416395615,119.2778069954125
ITSE,PSO,S3,Res+20%,0.761501680604928,0.8,0.0,0.023206123106568555,24.976793876893428,174.1506257532401
ITSE,PSO,S4,Up Normal,1.5652555130358827,1.6333333333333333,0.0,0.06260929323276088,24.93739070676724,1036.815164963233
ITSE,PSO,S5,Up Mass+,2.0300620526188404,2.1166666666666667,0.0,0.06831462902153618,24.931685370978457,1378.6058803728502
ITSE,PSO,S6,Up Mass-,1.2218495977646255,1.2833333333333332,0.0,0.05690395802270487,24.94309604197729,792.66343195676
ITSE,PSO,S7,Up Res+,1.6955930397317558,1.7666666666666666,0.0,0.06550629752532089,24.934493702474672,1157.7189131904604
ITSE,PSO,S8,Down Normal,0.473693749229687,0.5,0.0,-0.02252731014232623,25.02252731014233,124.24003485846642
ITSE,PSO,S9,Down Mass+,0.5104567922238523,0.5333333333333333,0.0,-0.025335637102845254,25.025335637102845,154.0255168031231
ITSE,PSO,S10,Down Mass-,0.4352158562324784,0.4666666666666667,0.0,-0.019718983041592253,25.0197189830416,97.55955677363968
ITSE,PSO,S11,Down Res+,0.4854296106227016,0.5166666666666666,0.0,-0.019630310234809656,25.019630310234817,102.699169685811
ITSE,SKA,S0,Normal,0.7331276348096615,0.7666666666666666,0.0,0.020264430066657013,24.97973556993335,144.89533599580074
ITSE,SKA,S1,Mass+10%,0.823099084674635,0.8666666666666667,0.0,0.021735276567376616,24.97826472343262,173.8079138176404
ITSE,SKA,S2,Mass-10%,0.6463921410862707,0.6833333333333333,0.0,0.018793583604384878,24.981206416395615,119.2778069954125
ITSE,SKA,S3,Res+20%,0.761501680604928,0.8,0.0,0.023206123106568555,24.976793876893428,174.1506257532401
ITSE,SKA,S4,Up Normal,1.5652555130358827,1.6333333333333333,0.0,0.06260929323276088,24.93739070676724,1036.815164963233
ITSE,SKA,S5,Up Mass+,2.0300620526188404,2.1166666666666667,0.0,0.06831462902153618,24.931685370978457,1378.6058803728502
ITSE,SKA,S6,Up Mass-,1.2218495977646255,1.2833333333333332,0.0,0.05690395802270487,24.94309604197729,792.66343195676
ITSE,SKA,S7,Up Res+,1.6955930397317558,1.7666666666666666,0.0,0.06550629752532089,24.934493702474672,1157.7189131904604
ITSE,SKA,S8,Down Normal,0.473693749229687,0.5,0.0,-0.02252731014232623,25.02252731014233,124.24003485846642
ITSE,SKA,S9,Down Mass+,0.5104567922238523,0.5333333333333333,0.0,-0.025335637102845254,25.025335637102845,154.0255168031231
ITSE,SKA,S10,Down Mass-,0.4352158562324784,0.4666666666666667,0.0,-0.019718983041592253,25.0197189830416,97.55955677363968
ITSE,SKA,S11,Down Res+,0.4854296106227016,0.5166666666666666,0.0,-0.019630310234809656,25.019630310234817,102.699169685811
